run_id,file_name,family,model,prompt,is_partial,n_news,n_rows,complete_36x_rows,json_errors,threshold,threshold_value,scope,gold_pairs,pred_pairs,tp_pairs,fp_pairs_vs_scope,fn_pairs,mean_pred_labels,micro_precision,micro_recall,micro_f1,macro_f1_supported,sample_f1_empty_correct,any_precision,any_recall,any_f1,gold_news,pred_any_news,news_with_true_hit,true_hit_news_coverage,false_relevant_news,missed_all_scope_news,ranking
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,default,,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.05,0.05,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.10,0.1,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.15,0.15,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.20,0.2,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.25,0.25,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.30,0.3,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.35,0.35,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.40,0.4,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237,v4_social_signal_experiment_v4_prompt_think_true_gemma4_e4b_direct_core_gold_fewshot_v5_think_ctx16384_tok16384_n237.csv,v4_social_signal,gemma4:e4b,v4_prompt,False,237,8532,True,1.0,0.45,0.45,all,681,467,339,128,342,1.970464135021097,0.7259100642398287,0.4977973568281938,0.5905923344947736,0.3651404277581621,0.5697910387783804,1.0,0.9620253164556962,0.9806451612903225,237,228,200,0.8438818565400844,0,9,all_micro_f1
